OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,BsmtQual,TotalBsmtSF,1stFlrSF,KitchenQual,FullBath,SalePrice
5.0,792.0,1.0,2,240.0,3,768.0,792.0,2,1.0,109500.0
8.0,2046.0,3.0,2,834.0,0,2046.0,2046.0,2,2.0,372500.0
5.0,988.0,2.0,3,572.0,3,988.0,988.0,3,1.0,128500.0
6.0,923.0,1.0,3,264.0,2,923.0,923.0,3,2.0,143000.0
5.0,1520.0,1.0,3,281.0,3,793.0,848.0,3,1.0,159434.0
6.0,1291.0,2.0,3,431.0,2,1291.0,1291.0,2,1.0,173000.0
9.0,1668.0,3.0,2,702.0,2,1626.0,1668.0,2,2.0,285000.0
7.0,1839.0,2.0,2,486.0,2,1195.0,1195.0,3,2.0,221000.0
7.0,2090.0,2.0,2,577.0,2,1190.0,1190.0,2,2.0,207500.0
7.0,1761.0,2.0,2,578.0,2,874.0,874.0,2,3.0,227875.0
7.0,1102.0,2.0,2,480.0,2,551.0,551.0,2,2.0,148800.0
8.0,1419.0,2.0,2,567.0,2,1419.0,1419.0,2,2.0,392000.0
6.0,1362.0,2.0,2,460.0,2,1362.0,1362.0,2,2.0,194700.0
6.0,848.0,2.0,2,420.0,2,848.0,848.0,2,1.0,141000.0
10.0,4316.0,3.0,0,832.0,0,2444.0,2444.0,0,3.0,755000.0
7.0,2519.0,2.0,2,628.0,2,1210.0,1238.0,2,2.0,335000.0
5.0,1073.0,1.0,3,326.0,3,1073.0,1073.0,3,1.0,108480.0
5.0,1539.0,2.0,3,576.0,3,927.0,1067.0,3,1.0,141500.0
6.0,1137.0,2.0,3,551.0,2,1112.0,1137.0,2,2.0,176000.0
5.0,616.0,1.0,3,205.0,3,616.0,616.0,3,1.0,89000.0
5.0,1148.0,1.0,3,308.0,0,980.0,1148.0,3,1.0,123500.0
5.0,894.0,1.0,3,336.0,3,894.0,894.0,3,1.0,138500.0
7.0,1391.0,2.0,2,530.0,2,1391.0,1391.0,2,2.0,196000.0
8.0,1800.0,3.0,2,765.0,0,1800.0,1800.0,2,2.0,312500.0
7.0,1164.0,2.0,3,528.0,3,1164.0,1164.0,3,1.0,140000.0
8.0,2576.0,3.0,0,666.0,0,1234.0,1264.0,0,2.0,361919.0
5.0,1812.0,2.0,3,672.0,2,360.0,1032.0,2,2.0,140000.0
7.0,1484.0,2.0,2,606.0,2,1473.0,1484.0,2,2.0,213000.0
4.0,1092.0,0.0,1,0.0,3,0.0,372.0,1,2.0,55000.0
7.0,1824.0,2.0,3,739.0,2,1643.0,1824.0,2,2.0,302000.0
8.0,1324.0,2.0,2,550.0,2,1324.0,1324.0,2,2.0,254000.0
7.0,1456.0,2.0,2,400.0,2,728.0,728.0,2,2.0,179540.0
5.0,904.0,1.0,3,408.0,3,876.0,904.0,3,1.0,109900.0
3.0,729.0,0.0,2,0.0,3,270.0,729.0,3,1.0,52000.0
4.0,1178.0,1.0,3,384.0,3,859.0,859.0,3,1.0,102776.0
8.0,1228.0,2.0,2,472.0,2,1228.0,1228.0,2,2.0,189000.0
4.0,960.0,2.0,3,576.0,3,960.0,960.0,3,1.0,129000.0
6.0,1479.0,2.0,2,475.0,3,725.0,725.0,2,2.0,130500.0
6.0,1350.0,2.0,3,478.0,2,1064.0,1350.0,3,2.0,165000.0
7.0,2554.0,2.0,3,704.0,3,718.0,1576.0,3,1.0,159500.0
5.0,1178.0,2.0,3,439.0,2,1176.0,1178.0,2,1.0,157000.0
7.0,2418.0,3.0,2,983.0,2,1311.0,1325.0,2,2.0,341000.0
5.0,971.0,1.0,3,300.0,2,971.0,971.0,3,1.0,128500.0
8.0,1742.0,2.0,2,564.0,2,1742.0,1742.0,2,2.0,275000.0
6.0,848.0,2.0,2,420.0,2,848.0,848.0,2,1.0,143000.0
4.0,864.0,2.0,3,463.0,3,864.0,864.0,3,1.0,124500.0
4.0,1470.0,1.0,3,548.0,3,941.0,997.0,3,2.0,135000.0
9.0,1698.0,3.0,0,768.0,0,1698.0,1698.0,0,2.0,320000.0
4.0,864.0,2.0,3,660.0,3,864.0,864.0,2,1.0,120500.0
6.0,1680.0,2.0,2,540.0,2,880.0,1680.0,2,2.0,222000.0
7.0,1232.0,2.0,2,632.0,2,1232.0,1232.0,2,2.0,194500.0
5.0,1776.0,3.0,3,888.0,3,1584.0,1776.0,3,2.0,110000.0
4.0,1208.0,2.0,3,539.0,3,780.0,848.0,3,1.0,103000.0
8.0,1616.0,2.0,2,608.0,2,1595.0,1616.0,2,2.0,236500.0
7.0,1146.0,2.0,2,438.0,0,868.0,1146.0,2,2.0,187500.0
7.0,2031.0,2.0,2,541.0,2,1153.0,1153.0,2,2.0,222500.0
5.0,1144.0,1.0,3,264.0,3,864.0,1144.0,3,1.0,131400.0
5.0,948.0,1.0,3,300.0,3,948.0,948.0,3,1.0,108000.0
7.0,1768.0,2.0,3,320.0,2,880.0,880.0,3,1.0,163000.0
3.0,1040.0,2.0,3,400.0,3,0.0,1040.0,3,2.0,93500.0
8.0,1801.0,3.0,2,800.0,2,893.0,901.0,2,2.0,239900.0
5.0,1200.0,0.0,3,0.0,2,1200.0,1200.0,3,3.0,179000.0
7.0,1728.0,2.0,2,572.0,2,864.0,864.0,2,2.0,190000.0
5.0,1432.0,2.0,3,360.0,1,264.0,768.0,3,2.0,132000.0
6.0,912.0,1.0,3,288.0,3,912.0,912.0,2,1.0,142000.0
7.0,1349.0,2.0,3,539.0,2,1349.0,1349.0,3,2.0,179000.0
5.0,1464.0,2.0,3,480.0,2,520.0,1464.0,3,2.0,175000.0
8.0,1337.0,2.0,2,462.0,2,1337.0,1337.0,2,2.0,180000.0
8.0,2715.0,2.0,0,831.0,3,1142.0,1175.0,2,3.0,299800.0
7.0,2256.0,2.0,2,554.0,2,952.0,980.0,2,2.0,236000.0
7.0,2640.0,4.0,2,864.0,3,1240.0,1320.0,2,1.0,265979.0
7.0,1720.0,2.0,2,527.0,2,1720.0,1720.0,2,2.0,260400.0
4.0,1529.0,1.0,3,240.0,3,0.0,1088.0,3,2.0,98000.0
4.0,1140.0,0.0,3,0.0,3,576.0,792.0,3,1.0,96500.0
7.0,1320.0,2.0,2,400.0,2,660.0,660.0,2,2.0,162000.0
6.0,1494.0,2.0,3,576.0,2,1479.0,1494.0,2,2.0,217000.0
8.0,2098.0,3.0,2,878.0,2,1030.0,1038.0,0,2.0,275500.0
6.0,1026.0,2.0,3,440.0,3,1026.0,1026.0,2,1.0,156000.0
6.0,1471.0,2.0,3,440.0,2,729.0,742.0,3,2.0,172500.0
8.0,1768.0,2.0,2,578.0,2,866.0,866.0,2,2.0,212000.0
6.0,1386.0,2.0,3,440.0,3,672.0,672.0,3,2.0,158900.0
7.0,1501.0,2.0,3,440.0,2,744.0,757.0,3,2.0,179400.0
8.0,2531.0,3.0,2,752.0,2,1318.0,1328.0,2,2.0,290000.0
6.0,864.0,1.0,3,300.0,3,864.0,864.0,3,1.0,127500.0
5.0,1301.0,2.0,3,440.0,3,1145.0,1301.0,1,1.0,100000.0
7.0,1547.0,2.0,3,614.0,2,756.0,764.0,2,2.0,215200.0
8.0,2365.0,3.0,2,856.0,2,1252.0,1268.0,2,2.0,337000.0
8.0,1494.0,2.0,2,481.0,2,1494.0,1494.0,0,1.0,270000.0
9.0,1506.0,2.0,2,592.0,2,1498.0,1506.0,0,2.0,264132.0
7.0,1714.0,2.0,3,496.0,2,980.0,980.0,3,2.0,196500.0
6.0,1750.0,1.0,3,423.0,2,983.0,983.0,3,2.0,160000.0
7.0,1836.0,2.0,2,484.0,2,1860.0,1836.0,2,2.0,216837.0
8.0,3279.0,3.0,0,841.0,2,1650.0,1690.0,0,3.0,538000.0
5.0,858.0,2.0,3,576.0,2,858.0,858.0,3,1.0,134900.0
4.0,1220.0,2.0,3,396.0,1,836.0,1220.0,3,1.0,102000.0
6.0,1117.0,2.0,3,672.0,3,1029.0,1117.0,3,1.0,107000.0
5.0,912.0,1.0,3,275.0,3,912.0,912.0,3,1.0,114500.0
8.0,1973.0,3.0,2,895.0,2,1935.0,1973.0,2,2.0,395000.0
6.0,1204.0,2.0,3,412.0,0,1204.0,1204.0,3,2.0,162000.0
7.0,1614.0,3.0,2,865.0,2,1614.0,1614.0,2,2.0,221500.0
5.0,894.0,2.0,3,440.0,3,864.0,894.0,3,1.0,142500.0
5.0,2020.0,2.0,3,630.0,3,0.0,2020.0,3,2.0,144000.0
6.0,1004.0,2.0,3,504.0,2,975.0,1004.0,3,1.0,135000.0
7.0,1253.0,2.0,3,402.0,2,1237.0,1253.0,3,2.0,176000.0
6.0,1603.0,2.0,2,484.0,2,761.0,810.0,2,2.0,175900.0
7.0,1430.0,2.0,2,605.0,2,1413.0,1430.0,2,2.0,187100.0
5.0,1110.0,2.0,3,602.0,2,1097.0,1110.0,2,1.0,165500.0
6.0,1484.0,0.0,3,0.0,3,742.0,742.0,3,2.0,128000.0
6.0,1342.0,2.0,3,457.0,3,1372.0,1342.0,3,2.0,161500.0
5.0,1652.0,1.0,3,416.0,1,686.0,966.0,3,2.0,139000.0
7.0,2084.0,2.0,2,618.0,2,956.0,956.0,2,2.0,233000.0
4.0,901.0,1.0,3,281.0,3,901.0,901.0,3,1.0,107900.0
6.0,2087.0,2.0,3,444.0,3,832.0,976.0,2,2.0,187500.0
7.0,1145.0,2.0,2,397.0,2,1145.0,1145.0,2,2.0,160200.0
6.0,1062.0,2.0,3,539.0,2,1029.0,1062.0,3,1.0,146800.0
7.0,2013.0,2.0,2,455.0,2,1117.0,1127.0,3,2.0,269790.0
8.0,1496.0,2.0,2,474.0,2,1496.0,1496.0,2,2.0,225000.0
7.0,1895.0,2.0,2,409.0,2,712.0,1086.0,2,2.0,194500.0
6.0,1564.0,2.0,3,476.0,2,650.0,888.0,3,2.0,171000.0
6.0,1285.0,2.0,3,528.0,3,660.0,1285.0,3,1.0,143500.0
5.0,773.0,1.0,3,240.0,3,773.0,773.0,3,1.0,110000.0
9.0,3140.0,3.0,0,820.0,0,1926.0,1966.0,0,3.0,485000.0
5.0,1768.0,1.0,3,240.0,2,731.0,981.0,2,1.0,175000.0
6.0,1688.0,2.0,3,603.0,2,616.0,616.0,2,2.0,200000.0
4.0,1196.0,2.0,3,440.0,3,1196.0,1196.0,3,1.0,109900.0
7.0,1456.0,2.0,2,410.0,2,728.0,728.0,2,2.0,189000.0
9.0,2822.0,3.0,0,1020.0,0,1734.0,1734.0,0,3.0,582933.0
5.0,1128.0,1.0,3,286.0,3,936.0,1128.0,3,1.0,118000.0
7.0,1428.0,2.0,2,554.0,2,1417.0,1428.0,0,2.0,227680.0
5.0,980.0,1.0,3,384.0,3,980.0,980.0,3,2.0,135500.0
5.0,1576.0,2.0,3,528.0,3,1324.0,1072.0,2,1.0,223500.0
5.0,1086.0,2.0,3,484.0,3,1024.0,1086.0,3,1.0,159950.0
5.0,2138.0,2.0,3,360.0,3,849.0,1075.0,3,2.0,106000.0
6.0,1309.0,2.0,3,484.0,3,1040.0,1309.0,2,1.0,181000.0
6.0,848.0,2.0,2,420.0,2,848.0,848.0,2,1.0,144500.0
5.0,1044.0,2.0,1,504.0,3,540.0,1044.0,1,1.0,55993.0
6.0,1442.0,1.0,3,301.0,3,1442.0,1442.0,3,1.0,157900.0
5.0,1250.0,1.0,3,280.0,3,686.0,686.0,1,1.0,116000.0
7.0,1661.0,2.0,3,598.0,2,1649.0,1661.0,2,2.0,224900.0
5.0,1008.0,1.0,3,275.0,3,1008.0,1008.0,3,1.0,137000.0
8.0,1689.0,3.0,2,857.0,2,1568.0,1689.0,2,2.0,271000.0
6.0,1052.0,2.0,3,440.0,3,1010.0,1052.0,3,1.0,155000.0
7.0,1358.0,2.0,2,484.0,2,1358.0,1358.0,2,2.0,224000.0
7.0,1640.0,2.0,2,595.0,2,798.0,798.0,2,2.0,183000.0
4.0,936.0,2.0,1,576.0,1,936.0,936.0,3,1.0,93000.0
7.0,1733.0,2.0,2,433.0,2,847.0,847.0,2,2.0,225000.0
6.0,1489.0,1.0,3,240.0,3,778.0,944.0,3,2.0,139500.0
8.0,1489.0,2.0,2,776.0,2,1489.0,1489.0,2,2.0,232600.0
10.0,2084.0,3.0,0,1220.0,0,2078.0,2084.0,0,2.0,385000.0
5.0,784.0,0.0,3,0.0,3,784.0,784.0,2,1.0,109500.0
7.0,1434.0,2.0,2,527.0,2,1454.0,1434.0,2,2.0,189000.0
5.0,2126.0,2.0,3,538.0,3,1013.0,1160.0,3,2.0,185000.0
7.0,1223.0,2.0,2,480.0,2,600.0,520.0,2,2.0,147400.0
6.0,1392.0,2.0,3,458.0,3,1392.0,1392.0,3,1.0,166000.0
7.0,1200.0,2.0,3,480.0,2,600.0,520.0,2,2.0,151000.0
7.0,1829.0,2.0,2,613.0,2,941.0,941.0,2,2.0,237000.0
6.0,1516.0,2.0,3,472.0,3,1516.0,1516.0,3,1.0,167000.0
5.0,1144.0,2.0,3,456.0,3,1144.0,1144.0,3,1.0,139950.0
4.0,1067.0,2.0,3,436.0,2,1067.0,1067.0,2,2.0,128000.0
5.0,1559.0,2.0,3,812.0,3,1559.0,1559.0,3,1.0,153500.0
6.0,987.0,1.0,3,264.0,3,483.0,483.0,3,1.0,100000.0
5.0,1099.0,1.0,3,352.0,2,1099.0,1099.0,2,1.0,144000.0
5.0,1200.0,1.0,3,240.0,3,768.0,768.0,3,1.0,130500.0
6.0,1482.0,1.0,3,400.0,3,672.0,810.0,1,2.0,140000.0
5.0,1539.0,2.0,3,686.0,3,650.0,958.0,2,2.0,157500.0
6.0,1165.0,2.0,3,490.0,3,1127.0,1165.0,3,1.0,174900.0
5.0,1800.0,0.0,3,0.0,3,1800.0,1800.0,3,2.0,141000.0
5.0,1416.0,3.0,3,720.0,3,876.0,876.0,3,1.0,153900.0
5.0,1701.0,2.0,3,611.0,2,1390.0,1701.0,3,2.0,171000.0
7.0,1775.0,2.0,2,425.0,2,740.0,1006.0,2,2.0,213000.0
5.0,864.0,1.0,3,338.0,3,864.0,864.0,3,1.0,133500.0
6.0,2358.0,2.0,3,360.0,3,907.0,1307.0,3,3.0,240000.0
6.0,1855.0,2.0,2,512.0,3,528.0,1094.0,3,2.0,187000.0
6.0,848.0,2.0,2,420.0,2,848.0,848.0,2,1.0,131500.0
8.0,1456.0,2.0,2,400.0,2,1273.0,1456.0,2,2.0,215000.0
7.0,1646.0,1.0,3,240.0,3,918.0,918.0,3,2.0,164000.0
6.0,1445.0,2.0,3,645.0,3,1127.0,1445.0,3,1.0,158000.0
5.0,1779.0,2.0,3,454.0,3,1763.0,1779.0,3,1.0,170000.0
5.0,1040.0,1.0,3,260.0,3,1040.0,1040.0,3,1.0,127000.0
6.0,1026.0,2.0,3,576.0,2,940.0,1026.0,3,1.0,147000.0
6.0,1481.0,2.0,3,343.0,2,702.0,702.0,3,2.0,174000.0
7.0,1370.0,2.0,3,479.0,2,1090.0,1370.0,3,2.0,152000.0
6.0,2654.0,2.0,3,619.0,3,1054.0,1512.0,2,2.0,250000.0
7.0,1426.0,1.0,2,216.0,3,912.0,912.0,2,1.0,189950.0
5.0,1039.0,2.0,3,504.0,3,1039.0,1039.0,3,1.0,131500.0
6.0,1097.0,2.0,3,480.0,2,1040.0,1097.0,3,2.0,152000.0
5.0,1148.0,1.0,3,672.0,3,1148.0,1148.0,3,1.0,132500.0
7.0,1372.0,2.0,2,529.0,0,1372.0,1372.0,2,2.0,250580.0
5.0,1002.0,2.0,3,902.0,3,1002.0,1002.0,3,1.0,148500.0
8.0,1646.0,3.0,2,870.0,2,1638.0,1646.0,2,2.0,248900.0
4.0,1120.0,2.0,3,544.0,3,1040.0,1120.0,1,1.0,129000.0
5.0,2320.0,2.0,3,672.0,3,0.0,1547.0,3,2.0,169000.0
7.0,1949.0,2.0,2,574.0,2,1050.0,1062.0,2,2.0,236000.0
5.0,894.0,1.0,3,308.0,3,894.0,894.0,3,1.0,109500.0
6.0,1682.0,2.0,3,523.0,2,804.0,804.0,2,2.0,200500.0
5.0,910.0,2.0,2,414.0,3,105.0,910.0,2,1.0,116000.0
5.0,1268.0,1.0,2,288.0,3,832.0,1036.0,3,1.0,133000.0
5.0,1131.0,1.0,3,200.0,3,676.0,676.0,3,1.0,66500.0
8.0,2610.0,2.0,2,550.0,2,1184.0,1184.0,0,2.0,303477.0
4.0,1040.0,2.0,3,648.0,3,1064.0,1040.0,3,1.0,132250.0
9.0,2224.0,3.0,2,738.0,0,1462.0,1462.0,0,2.0,350000.0
5.0,1155.0,2.0,3,576.0,3,1109.0,1155.0,2,1.0,148000.0
5.0,864.0,1.0,2,336.0,3,864.0,864.0,3,1.0,136500.0
5.0,1090.0,2.0,3,450.0,0,1090.0,1090.0,3,1.0,157000.0
7.0,1717.0,2.0,2,400.0,2,1156.0,1187.0,2,2.0,187500.0
6.0,1593.0,2.0,3,389.0,2,808.0,808.0,3,2.0,178000.0
4.0,2230.0,1.0,2,440.0,3,795.0,954.0,3,1.0,118500.0
5.0,892.0,1.0,3,288.0,3,892.0,892.0,3,1.0,100000.0
9.0,1709.0,2.0,2,506.0,0,1698.0,1709.0,2,2.0,328900.0
5.0,1712.0,2.0,3,588.0,3,1626.0,1712.0,3,2.0,145000.0
5.0,1393.0,1.0,3,300.0,3,816.0,872.0,3,1.0,135500.0
8.0,2217.0,2.0,2,621.0,3,2217.0,2217.0,2,2.0,268000.0
6.0,1505.0,2.0,3,505.0,3,1505.0,1505.0,3,1.0,149500.0
5.0,924.0,2.0,3,576.0,3,672.0,672.0,3,1.0,122900.0
6.0,1683.0,2.0,3,440.0,3,918.0,918.0,3,2.0,172500.0
6.0,1068.0,1.0,3,264.0,3,1059.0,1068.0,3,1.0,154500.0
5.0,1383.0,1.0,3,354.0,2,1383.0,1383.0,3,1.0,165000.0
5.0,1535.0,2.0,3,400.0,3,0.0,1535.0,3,2.0,118858.0
6.0,1796.0,2.0,3,483.0,3,780.0,983.0,3,1.0,140000.0
4.0,951.0,1.0,3,327.0,3,951.0,951.0,3,1.0,106500.0
5.0,2240.0,2.0,3,528.0,3,0.0,1120.0,3,2.0,142953.0
9.0,2364.0,3.0,0,820.0,0,2330.0,2364.0,0,2.0,611657.0
5.0,1236.0,1.0,3,288.0,3,912.0,1236.0,3,1.0,135000.0
4.0,858.0,1.0,3,684.0,3,858.0,858.0,3,1.0,110000.0
5.0,1306.0,1.0,3,756.0,3,992.0,1306.0,3,1.0,153000.0
7.0,1509.0,2.0,2,393.0,2,783.0,807.0,2,2.0,180000.0
7.0,1670.0,3.0,2,690.0,2,1670.0,1670.0,2,2.0,240000.0
5.0,902.0,1.0,3,288.0,3,876.0,902.0,3,1.0,125500.0
5.0,1063.0,1.0,3,280.0,3,1056.0,1063.0,3,1.0,128000.0
8.0,1636.0,3.0,2,865.0,2,1623.0,1636.0,2,2.0,255000.0
7.0,2057.0,1.0,2,180.0,2,1017.0,1020.0,2,1.0,250000.0
5.0,902.0,2.0,3,484.0,2,864.0,902.0,3,1.0,131000.0
6.0,1484.0,2.0,2,390.0,2,742.0,742.0,2,2.0,174000.0
5.0,2274.0,2.0,3,480.0,3,1105.0,1105.0,3,2.0,154300.0
5.0,1268.0,1.0,3,252.0,2,1268.0,1268.0,2,1.0,143500.0
5.0,1015.0,1.0,3,450.0,3,768.0,1015.0,3,1.0,88000.0
5.0,2002.0,3.0,3,871.0,3,1001.0,1001.0,3,2.0,145000.0
6.0,1224.0,2.0,2,528.0,2,612.0,612.0,2,2.0,173733.0
4.0,1092.0,1.0,3,286.0,3,546.0,546.0,3,1.0,75000.0
2.0,480.0,1.0,3,308.0,3,480.0,480.0,3,0.0,35311.0
4.0,1229.0,1.0,3,284.0,3,1134.0,1229.0,3,1.0,135000.0
7.0,2127.0,3.0,2,833.0,0,1104.0,912.0,2,2.0,238000.0
6.0,1414.0,2.0,0,601.0,2,1184.0,1414.0,3,1.0,176500.0
6.0,1721.0,2.0,2,471.0,2,928.0,936.0,2,2.0,201000.0
5.0,2200.0,0.0,3,0.0,3,1272.0,1272.0,3,2.0,145900.0
6.0,1316.0,2.0,2,397.0,2,1316.0,1316.0,2,2.0,169990.0
6.0,1617.0,2.0,2,533.0,2,1604.0,1617.0,2,2.0,193000.0
6.0,1686.0,2.0,3,612.0,2,1686.0,1686.0,3,2.0,207500.0
5.0,1126.0,2.0,3,540.0,2,1126.0,1126.0,0,2.0,175000.0
8.0,2374.0,3.0,2,656.0,2,1181.0,1234.0,0,2.0,285000.0
7.0,1978.0,2.0,3,486.0,3,832.0,1098.0,3,2.0,176000.0
8.0,1788.0,2.0,2,522.0,2,1753.0,1788.0,0,2.0,236500.0
7.0,2236.0,2.0,3,642.0,2,964.0,993.0,2,2.0,222000.0
8.0,1466.0,3.0,2,610.0,2,1466.0,1466.0,2,2.0,201000.0
5.0,925.0,1.0,3,429.0,3,925.0,925.0,3,1.0,117500.0
9.0,1905.0,3.0,0,788.0,0,1905.0,1905.0,0,2.0,320000.0
7.0,1500.0,2.0,2,570.0,2,1500.0,1500.0,2,2.0,190000.0
7.0,2069.0,2.0,3,505.0,2,585.0,2069.0,2,2.0,242000.0
4.0,747.0,2.0,3,528.0,1,600.0,747.0,3,1.0,79900.0
7.0,1200.0,2.0,2,555.0,2,1176.0,1200.0,2,2.0,184900.0
7.0,1971.0,2.0,2,689.0,2,1113.0,1113.0,2,2.0,253000.0
7.0,1962.0,3.0,2,868.0,2,1391.0,1391.0,2,2.0,239799.0
7.0,2403.0,1.0,3,349.0,3,1032.0,1207.0,3,2.0,244400.0
6.0,1728.0,2.0,3,574.0,3,1728.0,1728.0,3,2.0,150900.0
7.0,2060.0,2.0,2,390.0,2,992.0,1022.0,2,2.0,214000.0
4.0,1440.0,0.0,3,0.0,2,1440.0,1440.0,3,2.0,150000.0
5.0,1632.0,2.0,3,576.0,3,1632.0,1632.0,3,2.0,143000.0
6.0,1344.0,2.0,3,525.0,3,819.0,1344.0,2,1.0,137500.0
5.0,1869.0,2.0,3,456.0,3,1088.0,1188.0,3,1.0,124900.0
5.0,1144.0,1.0,3,796.0,3,1144.0,1144.0,3,1.0,143000.0
8.0,1629.0,3.0,2,808.0,2,1616.0,1629.0,2,2.0,270000.0
7.0,1776.0,2.0,2,474.0,2,936.0,936.0,2,2.0,192500.0
6.0,1381.0,2.0,3,676.0,3,1161.0,1381.0,2,1.0,197500.0
5.0,864.0,2.0,3,720.0,3,864.0,864.0,2,1.0,129000.0
5.0,965.0,1.0,3,300.0,3,828.0,965.0,3,1.0,119900.0
5.0,768.0,1.0,3,396.0,2,768.0,768.0,3,1.0,133900.0
5.0,1968.0,2.0,3,530.0,3,784.0,1168.0,3,2.0,172000.0
6.0,980.0,0.0,3,0.0,2,945.0,980.0,3,2.0,127500.0
6.0,1958.0,2.0,3,492.0,2,979.0,979.0,3,2.0,145000.0
6.0,1229.0,2.0,3,462.0,2,561.0,561.0,3,1.0,124000.0
5.0,1057.0,2.0,3,576.0,3,1057.0,1057.0,3,1.0,132000.0
7.0,1337.0,2.0,2,531.0,2,1337.0,1337.0,2,2.0,185000.0
7.0,1416.0,2.0,2,484.0,2,696.0,696.0,2,2.0,155000.0
5.0,858.0,0.0,3,0.0,3,858.0,858.0,3,1.0,116500.0
6.0,2872.0,2.0,3,619.0,2,1330.0,1542.0,3,2.0,272000.0
6.0,1548.0,2.0,3,440.0,2,804.0,804.0,2,2.0,155000.0
9.0,1800.0,2.0,2,702.0,0,1800.0,1800.0,0,2.0,239000.0
7.0,1894.0,2.0,2,510.0,2,817.0,824.0,2,2.0,214900.0
6.0,1484.0,2.0,2,393.0,2,783.0,783.0,2,2.0,178900.0
5.0,1308.0,1.0,2,256.0,3,728.0,976.0,3,1.0,160000.0
5.0,1098.0,1.0,3,260.0,3,1098.0,1098.0,3,1.0,135000.0
3.0,968.0,0.0,3,0.0,3,600.0,600.0,3,1.0,37900.0
6.0,1095.0,1.0,3,264.0,3,588.0,1095.0,3,1.0,140000.0
4.0,1192.0,0.0,3,0.0,3,720.0,720.0,3,1.0,135000.0
7.0,1626.0,2.0,2,474.0,2,764.0,764.0,2,2.0,173000.0
6.0,918.0,1.0,3,264.0,2,918.0,918.0,3,2.0,99500.0
7.0,1428.0,2.0,2,480.0,2,1428.0,1428.0,2,2.0,182000.0
7.0,2019.0,2.0,3,532.0,2,728.0,1136.0,2,1.0,167500.0
7.0,1382.0,2.0,2,490.0,2,673.0,673.0,2,2.0,165000.0
4.0,869.0,0.0,3,0.0,2,440.0,869.0,1,1.0,85500.0
7.0,1241.0,2.0,2,569.0,2,1241.0,1241.0,2,1.0,199900.0
4.0,894.0,2.0,3,400.0,3,894.0,894.0,3,1.0,110000.0
5.0,1121.0,2.0,3,480.0,3,1121.0,1121.0,3,1.0,139000.0
7.0,999.0,2.0,0,588.0,3,944.0,999.0,0,1.0,178400.0
8.0,2612.0,3.0,2,676.0,2,1225.0,1276.0,2,2.0,336000.0
7.0,1266.0,2.0,2,388.0,2,1266.0,1266.0,2,2.0,159895.0
8.0,2290.0,2.0,2,779.0,2,1128.0,1149.0,2,2.0,255900.0
5.0,1734.0,2.0,3,539.0,3,0.0,1302.0,2,2.0,126000.0
5.0,1164.0,1.0,3,240.0,3,1164.0,1164.0,3,1.0,125000.0
6.0,1635.0,1.0,3,255.0,3,485.0,1001.0,2,1.0,117000.0
9.0,1940.0,3.0,0,606.0,0,1930.0,1940.0,0,2.0,395192.0
6.0,2030.0,2.0,3,551.0,3,848.0,1118.0,2,2.0,195000.0
7.0,1576.0,2.0,2,614.0,2,770.0,778.0,2,2.0,197000.0
8.0,2392.0,3.0,2,870.0,2,1396.0,1407.0,2,2.0,348000.0
8.0,1742.0,2.0,2,424.0,3,916.0,916.0,2,1.0,168000.0
6.0,1851.0,2.0,3,440.0,3,822.0,1020.0,2,2.0,187000.0
6.0,1500.0,2.0,3,564.0,2,750.0,750.0,2,2.0,173900.0
10.0,1718.0,3.0,0,786.0,0,1700.0,1718.0,0,2.0,337500.0
4.0,1230.0,1.0,3,305.0,3,747.0,774.0,3,1.0,121600.0
5.0,1050.0,1.0,3,368.0,3,1050.0,1050.0,3,1.0,136500.0
6.0,1442.0,2.0,3,615.0,3,1442.0,1442.0,3,2.0,185000.0
3.0,1077.0,1.0,3,210.0,3,1007.0,1077.0,3,1.0,91000.0
7.0,1208.0,2.0,2,632.0,2,1187.0,1208.0,2,2.0,206000.0
3.0,944.0,2.0,3,528.0,3,0.0,944.0,1,1.0,82000.0
5.0,691.0,1.0,3,216.0,1,691.0,691.0,0,1.0,86000.0
8.0,1574.0,3.0,2,824.0,2,1574.0,1574.0,2,2.0,232000.0
5.0,1680.0,2.0,3,528.0,3,1680.0,1680.0,3,2.0,136905.0
7.0,1504.0,2.0,2,457.0,2,1346.0,1504.0,2,2.0,181000.0
5.0,985.0,1.0,2,328.0,2,985.0,985.0,3,2.0,149900.0
6.0,1657.0,2.0,3,484.0,2,1657.0,1657.0,3,2.0,163500.0
4.0,1092.0,1.0,3,286.0,3,546.0,546.0,3,1.0,88000.0
7.0,1710.0,2.0,2,550.0,0,1710.0,1710.0,2,2.0,240000.0
5.0,1522.0,0.0,3,0.0,3,1008.0,1008.0,3,2.0,102000.0
5.0,1271.0,1.0,3,312.0,3,720.0,720.0,3,2.0,135000.0
5.0,1664.0,0.0,3,0.0,3,0.0,1664.0,3,2.0,100000.0
6.0,1502.0,1.0,3,180.0,3,602.0,900.0,2,1.0,165000.0
5.0,1022.0,1.0,3,280.0,3,1022.0,1022.0,3,1.0,85000.0
6.0,1082.0,1.0,3,240.0,3,1082.0,1082.0,3,1.0,119200.0
8.0,1665.0,2.0,2,528.0,2,810.0,810.0,2,2.0,227000.0
7.0,1504.0,2.0,2,478.0,2,1504.0,1504.0,2,2.0,203000.0
